ID,LABEL_ID,OFFER_ID
405,56,OFF0027
405,209,OFF0027
405,194,OFF0027
405,234,OFF0027
1399,103,OFF0023
1399,47,OFF0005
1399,54,OFF0005
1399,144,OFF0005
1399,233,OFF0005
1399,183,OFF0005
1399,227,OFF0005
1399,203,OFF0005
1399,89,OFF0005
1399,134,OFF0005
1399,144,OFF0020
1399,132,OFF0020
1399,106,OFF0020
1399,136,OFF0020
1399,233,OFF0020
1399,49,OFF0023
1399,235,OFF0023
1399,135,OFF0023
1399,49,OFF0022
1399,97,OFF0022
1399,103,OFF0022
744,103,OFF0023
744,49,OFF0023
744,235,OFF0023
744,135,OFF0023
460,144,OFF0020
460,132,OFF0020
460,106,OFF0020
460,136,OFF0020
460,233,OFF0020
244,54,OFF0007
244,47,OFF0005
244,54,OFF0005
244,144,OFF0005
244,233,OFF0005
244,183,OFF0005
244,227,OFF0005
244,203,OFF0005
244,89,OFF0005
244,134,OFF0005
244,54,OFF0027
244,56,OFF0027
244,209,OFF0027
244,194,OFF0027
244,234,OFF0027
244,95,OFF0027
244,233,OFF0007
244,213,OFF0007
244,56,OFF0007
244,63,OFF0007
244,203,OFF0007
244,216,OFF0007
244,108,OFF0007
244,221,OFF0045
244,93,OFF0045
244,184,OFF0045
244,43,OFF0045
244,91,OFF0045
244,100,OFF0045
244,55,OFF0045
244,57,OFF0045
244,76,OFF0045
244,107,OFF0045
244,89,OFF0045
244,203,OFF0045
244,50,OFF0045
1271,134,OFF0005
1271,60,OFF0004
1271,203,OFF0004
1271,233,OFF0004
1271,182,OFF0004
1271,243,OFF0004
1271,137,OFF0004
1271,238,OFF0004
1271,117,OFF0004
1271,200,OFF0004
1271,47,OFF0004
1271,144,OFF0004
1271,133,OFF0004
1271,164,OFF0004
1271,54,OFF0004
1271,89,OFF0004
1271,43,OFF0004
1271,167,OFF0002
1271,141,OFF0002
1271,205,OFF0002
1271,54,OFF0002
1271,90,OFF0002
1271,54,OFF0008
1271,93,OFF0008
1271,203,OFF0008
1271,89,OFF0008
1271,60,OFF0008
1271,233,OFF0008
1271,202,OFF0008
1271,47,OFF0005
1271,54,OFF0005
1271,144,OFF0005
1271,233,OFF0005
1271,183,OFF0005
1271,227,OFF0005
1271,203,OFF0005
1271,89,OFF0005
1080,181,OFF0036
1080,131,OFF0011
1080,101,OFF0011
1080,84,OFF0011
1080,45,OFF0011
1080,219,OFF0011
1080,144,OFF0011
1080,40,OFF0011
1080,43,OFF0011
1080,43,OFF0036
1080,93,OFF0036
1080,238,OFF0036
1080,226,OFF0036
1080,245,OFF0036
1080,159,OFF0036
1080,163,OFF0036
746,229,OFF0025
746,49,OFF0022
746,97,OFF0022
746,103,OFF0022
746,97,OFF0025
392,87,OFF0016
392,233,OFF0013
392,144,OFF0013
392,2,OFF0013
392,4,OFF0013
392,3,OFF0013
392,220,OFF0013
392,43,OFF0016
392,233,OFF0016
392,12,OFF0016
392,11,OFF0016
392,9,OFF0016
392,10,OFF0016
392,19,OFF0016
392,249,OFF0016
392,41,OFF0016
392,144,OFF0020
392,132,OFF0020
392,106,OFF0020
392,136,OFF0020
392,233,OFF0020
375,87,OFF0016
375,43,OFF0016
375,233,OFF0016
375,12,OFF0016
375,11,OFF0016
375,9,OFF0016
375,10,OFF0016
375,19,OFF0016
375,249,OFF0016
375,41,OFF0016
995,103,OFF0023
995,49,OFF0023
995,235,OFF0023
995,135,OFF0023
936,103,OFF0023
936,233,OFF0013
936,144,OFF0013
936,2,OFF0013
936,4,OFF0013
936,3,OFF0013
936,220,OFF0013
936,131,OFF0011
936,101,OFF0011
936,84,OFF0011
936,45,OFF0011
936,219,OFF0011
936,144,OFF0011
936,40,OFF0011
936,43,OFF0011
936,49,OFF0023
936,235,OFF0023
936,135,OFF0023
1280,220,OFF0013
1280,233,OFF0013
1280,144,OFF0013
1280,2,OFF0013
1280,4,OFF0013
1280,3,OFF0013
940,238,OFF0010
940,117,OFF0010
940,200,OFF0010
940,54,OFF0010
940,233,OFF0010
940,55,OFF0010
940,124,OFF0010
940,44,OFF0010
940,166,OFF0010
940,27,OFF0010
940,62,OFF0010
940,42,OFF0010
1183,233,OFF0020
1183,144,OFF0020
1183,132,OFF0020
1183,106,OFF0020
1183,136,OFF0020
1355,55,OFF0021
1355,104,OFF0021
1355,50,OFF0021
1057,103,OFF0022
1057,117,OFF0010
1057,200,OFF0010
1057,54,OFF0010
1057,233,OFF0010
1057,55,OFF0010
1057,124,OFF0010
1057,44,OFF0010
1057,166,OFF0010
1057,27,OFF0010
1057,62,OFF0010
1057,42,OFF0010
1057,238,OFF0010
1057,47,OFF0005
1057,54,OFF0005
1057,144,OFF0005
1057,233,OFF0005
1057,183,OFF0005
1057,227,OFF0005
1057,203,OFF0005
1057,89,OFF0005
1057,134,OFF0005
1057,49,OFF0022
1057,97,OFF0022
536,144,OFF0015
536,233,OFF0013
536,144,OFF0013
536,2,OFF0013
536,4,OFF0013
536,3,OFF0013
536,220,OFF0013
536,233,OFF0015
536,220,OFF0015
536,180,OFF0015
536,15,OFF0015
536,13,OFF0015
536,165,OFF0015
536,14,OFF0015
1449,103,OFF0022
1449,49,OFF0022
1449,97,OFF0022
342,103,OFF0022
342,117,OFF0010
342,200,OFF0010
342,54,OFF0010
342,233,OFF0010
342,55,OFF0010
342,124,OFF0010
342,44,OFF0010
342,166,OFF0010
342,27,OFF0010
342,62,OFF0010
342,42,OFF0010
342,238,OFF0010
342,233,OFF0007
342,213,OFF0007
342,56,OFF0007
342,63,OFF0007
342,203,OFF0007
342,216,OFF0007
342,108,OFF0007
342,54,OFF0007
342,49,OFF0022
342,97,OFF0022
617,54,OFF0004
617,60,OFF0004
617,203,OFF0004
617,233,OFF0004
617,182,OFF0004
617,243,OFF0004
617,137,OFF0004
617,238,OFF0004
617,117,OFF0004
617,200,OFF0004
617,47,OFF0004
617,144,OFF0004
617,133,OFF0004
617,164,OFF0004
617,89,OFF0004
617,43,OFF0004
416,144,OFF0020
416,132,OFF0020
416,106,OFF0020
416,136,OFF0020
416,233,OFF0020
1348,229,OFF0025
1348,97,OFF0025
689,238,OFF0010
689,117,OFF0010
689,200,OFF0010
689,54,OFF0010
689,233,OFF0010
689,55,OFF0010
689,124,OFF0010
689,44,OFF0010
689,166,OFF0010
689,27,OFF0010
689,62,OFF0010
689,42,OFF0010
900,54,OFF0007
900,233,OFF0007
900,213,OFF0007
900,56,OFF0007
900,63,OFF0007
900,203,OFF0007
900,216,OFF0007
900,108,OFF0007
329,55,OFF0021
329,104,OFF0021
329,50,OFF0021
1301,103,OFF0023
1301,49,OFF0023
1301,235,OFF0023
1301,135,OFF0023
706,54,OFF0027
706,56,OFF0027
706,209,OFF0027
706,194,OFF0027
706,234,OFF0027
706,95,OFF0027
787,103,OFF0022
787,49,OFF0022
787,97,OFF0022
1143,103,OFF0023
1143,233,OFF0007
1143,213,OFF0007
1143,56,OFF0007
1143,63,OFF0007
1143,203,OFF0007
1143,216,OFF0007
1143,108,OFF0007
1143,54,OFF0007
1143,49,OFF0023
1143,235,OFF0023
1143,135,OFF0023
1227,144,OFF0020
1227,132,OFF0020
1227,106,OFF0020
1227,136,OFF0020
1227,233,OFF0020
1279,103,OFF0023
1279,49,OFF0023
1279,235,OFF0023
1279,135,OFF0023
1154,103,OFF0023
1154,49,OFF0023
1154,235,OFF0023
1154,135,OFF0023
1488,233,OFF0020
1488,144,OFF0020
1488,132,OFF0020
1488,106,OFF0020
1488,136,OFF0020
644,54,OFF0007
644,233,OFF0007
644,213,OFF0007
644,56,OFF0007
644,63,OFF0007
644,203,OFF0007
644,216,OFF0007
644,108,OFF0007
697,43,OFF0038
697,93,OFF0038
697,238,OFF0038
697,36,OFF0038
697,187,OFF0038
697,113,OFF0038
697,71,OFF0038
697,177,OFF0038
697,247,OFF0038
697,217,OFF0038
697,174,OFF0038
1001,233,OFF0007
1001,213,OFF0007
1001,56,OFF0007
1001,63,OFF0007
1001,203,OFF0007
1001,216,OFF0007
1001,108,OFF0007
1001,54,OFF0007
586,103,OFF0024
586,49,OFF0024
586,97,OFF0024
586,135,OFF0024
420,54,OFF0007
420,54,OFF0027
420,56,OFF0027
420,209,OFF0027
420,194,OFF0027
420,234,OFF0027
420,95,OFF0027
420,233,OFF0007
420,213,OFF0007
420,56,OFF0007
420,63,OFF0007
420,203,OFF0007
420,216,OFF0007
420,108,OFF0007
1400,134,OFF0005
1400,47,OFF0005
1400,54,OFF0005
1400,144,OFF0005
1400,233,OFF0005
1400,183,OFF0005
1400,227,OFF0005
1400,203,OFF0005
1400,89,OFF0005
574,233,OFF0020
574,47,OFF0005
574,54,OFF0005
574,144,OFF0005
574,233,OFF0005
574,183,OFF0005
574,227,OFF0005
574,203,OFF0005
574,89,OFF0005
574,134,OFF0005
574,144,OFF0020
574,132,OFF0020
574,106,OFF0020
574,136,OFF0020
586,54,OFF0007
586,233,OFF0007
586,213,OFF0007
586,56,OFF0007
586,63,OFF0007
586,203,OFF0007
586,216,OFF0007
586,108,OFF0007
1175,233,OFF0020
1175,144,OFF0020
1175,132,OFF0020
1175,106,OFF0020
1175,136,OFF0020
1148,87,OFF0019
1148,43,OFF0019
1148,233,OFF0019
1148,8,OFF0019
1148,78,OFF0019
1148,5,OFF0019
1148,7,OFF0019
1148,6,OFF0019
1169,229,OFF0025
1169,97,OFF0025
722,238,OFF0010
722,117,OFF0010
722,200,OFF0010
722,54,OFF0010
722,233,OFF0010
722,55,OFF0010
722,124,OFF0010
722,44,OFF0010
722,166,OFF0010
722,27,OFF0010
722,62,OFF0010
722,42,OFF0010
1431,233,OFF0020
1431,144,OFF0020
1431,132,OFF0020
1431,106,OFF0020
1431,136,OFF0020
1233,103,OFF0023
1233,49,OFF0023
1233,235,OFF0023
1233,135,OFF0023
471,103,OFF0022
471,49,OFF0022
471,97,OFF0022
1404,54,OFF0007
1404,233,OFF0007
1404,213,OFF0007
1404,56,OFF0007
1404,63,OFF0007
1404,203,OFF0007
1404,216,OFF0007
1404,108,OFF0007
969,87,OFF0019
969,43,OFF0034
969,93,OFF0034
969,238,OFF0034
969,211,OFF0034
969,168,OFF0034
969,126,OFF0034
969,81,OFF0034
969,80,OFF0034
969,37,OFF0034
969,222,OFF0034
969,223,OFF0034
969,217,OFF0034
969,70,OFF0034
969,43,OFF0019
969,233,OFF0019
969,8,OFF0019
969,78,OFF0019
969,5,OFF0019
969,7,OFF0019
969,6,OFF0019
723,103,OFF0022
723,117,OFF0010
723,200,OFF0010
723,54,OFF0010
723,233,OFF0010
723,55,OFF0010
723,124,OFF0010
723,44,OFF0010
723,166,OFF0010
723,27,OFF0010
723,62,OFF0010
723,42,OFF0010
723,238,OFF0010
723,49,OFF0022
723,97,OFF0022
762,229,OFF0025
762,97,OFF0025
454,103,OFF0022
454,49,OFF0022
454,97,OFF0022
1416,134,OFF0005
1416,47,OFF0005
1416,54,OFF0005
1416,144,OFF0005
1416,233,OFF0005
1416,183,OFF0005
1416,227,OFF0005
1416,203,OFF0005
1416,89,OFF0005
859,238,OFF0010
859,117,OFF0010
859,200,OFF0010
859,54,OFF0010
859,233,OFF0010
859,55,OFF0010
859,124,OFF0010
859,44,OFF0010
859,166,OFF0010
859,27,OFF0010
859,62,OFF0010
859,42,OFF0010
1217,103,OFF0023
1217,49,OFF0022
1217,97,OFF0022
1217,103,OFF0022
1217,49,OFF0023
1217,235,OFF0023
1217,135,OFF0023
637,238,OFF0010
637,117,OFF0010
637,200,OFF0010
637,54,OFF0010
637,233,OFF0010
637,55,OFF0010
637,124,OFF0010
637,44,OFF0010
637,166,OFF0010
637,27,OFF0010
637,62,OFF0010
637,42,OFF0010
1104,50,OFF0045
1104,233,OFF0007
1104,213,OFF0007
1104,56,OFF0007
1104,63,OFF0007
1104,203,OFF0007
1104,216,OFF0007
1104,108,OFF0007
1104,54,OFF0007
1104,221,OFF0045
1104,93,OFF0045
1104,184,OFF0045
1104,43,OFF0045
1104,91,OFF0045
1104,100,OFF0045
1104,55,OFF0045
1104,57,OFF0045
1104,76,OFF0045
1104,107,OFF0045
1104,89,OFF0045
1104,203,OFF0045
675,54,OFF0007
675,233,OFF0007
675,213,OFF0007
675,56,OFF0007
675,63,OFF0007
675,203,OFF0007
675,216,OFF0007
675,108,OFF0007
310,95,OFF0027
310,54,OFF0027
310,56,OFF0027
310,209,OFF0027
310,194,OFF0027
310,234,OFF0027
930,90,OFF0002
930,167,OFF0002
930,141,OFF0002
930,205,OFF0002
930,54,OFF0002
1280,144,OFF0020
1280,132,OFF0020
1280,106,OFF0020
1280,136,OFF0020
1280,233,OFF0020
1280,49,OFF0023
1280,235,OFF0023
1280,135,OFF0023
1280,103,OFF0023
794,238,OFF0010
794,117,OFF0010
794,200,OFF0010
794,54,OFF0010
794,233,OFF0010
794,55,OFF0010
794,124,OFF0010
794,44,OFF0010
794,166,OFF0010
794,27,OFF0010
794,62,OFF0010
794,42,OFF0010
101,55,OFF0021
101,104,OFF0021
101,50,OFF0021
1011,233,OFF0007
1011,213,OFF0007
1011,56,OFF0007
1011,63,OFF0007
1011,203,OFF0007
1011,216,OFF0007
1011,108,OFF0007
1011,54,OFF0007
575,54,OFF0007
575,233,OFF0007
575,213,OFF0007
575,56,OFF0007
575,63,OFF0007
575,203,OFF0007
575,216,OFF0007
575,108,OFF0007
1493,103,OFF0022
1493,49,OFF0022
1493,97,OFF0022
1458,55,OFF0021
1458,104,OFF0021
1458,50,OFF0021
1207,87,OFF0016
1207,43,OFF0016
1207,233,OFF0016
1207,12,OFF0016
1207,11,OFF0016
1207,9,OFF0016
1207,10,OFF0016
1207,19,OFF0016
1207,249,OFF0016
1207,41,OFF0016
758,144,OFF0020
758,132,OFF0020
758,106,OFF0020
758,136,OFF0020
758,233,OFF0020
355,43,OFF0016
355,233,OFF0016
355,12,OFF0016
355,11,OFF0016
355,9,OFF0016
355,10,OFF0016
355,19,OFF0016
355,249,OFF0016
355,41,OFF0016
355,87,OFF0016
734,103,OFF0022
734,49,OFF0022
734,97,OFF0022
493,43,OFF0016
493,233,OFF0016
493,12,OFF0016
493,11,OFF0016
493,9,OFF0016
493,10,OFF0016
493,19,OFF0016
493,249,OFF0016
493,41,OFF0016
493,87,OFF0016
265,202,OFF0008
265,54,OFF0008
265,93,OFF0008
265,203,OFF0008
265,89,OFF0008
265,60,OFF0008
265,233,OFF0008
1218,103,OFF0022
1218,49,OFF0022
1218,97,OFF0022
173,54,OFF0007
173,233,OFF0007
173,213,OFF0007
173,56,OFF0007
173,63,OFF0007
173,203,OFF0007
173,216,OFF0007
173,108,OFF0007
623,54,OFF0027
623,56,OFF0027
623,209,OFF0027
623,194,OFF0027
623,234,OFF0027
623,95,OFF0027
1454,233,OFF0020
1454,144,OFF0020
1454,132,OFF0020
1454,106,OFF0020
1454,136,OFF0020
1218,97,OFF0025
1218,229,OFF0025
690,54,OFF0007
690,233,OFF0007
690,213,OFF0007
690,56,OFF0007
690,63,OFF0007
690,203,OFF0007
690,216,OFF0007
690,108,OFF0007
207,134,OFF0005
207,43,OFF0019
207,233,OFF0019
207,8,OFF0019
207,78,OFF0019
207,5,OFF0019
207,7,OFF0019
207,6,OFF0019
207,87,OFF0019
207,54,OFF0006
207,56,OFF0006
207,58,OFF0006
207,183,OFF0006
207,203,OFF0006
207,89,OFF0006
207,59,OFF0006
207,198,OFF0006
207,233,OFF0006
207,35,OFF0006
207,47,OFF0005
207,54,OFF0005
207,144,OFF0005
207,233,OFF0005
207,183,OFF0005
207,227,OFF0005
207,203,OFF0005
207,89,OFF0005
337,103,OFF0022
337,49,OFF0022
337,97,OFF0022
975,233,OFF0020
975,144,OFF0020
975,132,OFF0020
975,106,OFF0020
975,136,OFF0020
550,87,OFF0019
550,43,OFF0019
550,233,OFF0019
550,8,OFF0019
550,78,OFF0019
550,5,OFF0019
550,7,OFF0019
550,6,OFF0019
687,233,OFF0020
687,144,OFF0020
687,132,OFF0020
687,106,OFF0020
687,136,OFF0020
981,54,OFF0007
981,117,OFF0010
981,200,OFF0010
981,54,OFF0010
981,233,OFF0010
981,55,OFF0010
981,124,OFF0010
981,44,OFF0010
981,166,OFF0010
981,27,OFF0010
981,62,OFF0010
981,42,OFF0010
981,238,OFF0010
981,233,OFF0007
981,213,OFF0007
981,56,OFF0007
981,63,OFF0007
981,203,OFF0007
981,216,OFF0007
981,108,OFF0007
981,54,OFF0008
981,93,OFF0008
981,203,OFF0008
981,89,OFF0008
981,60,OFF0008
981,233,OFF0008
981,202,OFF0008
502,134,OFF0005
502,47,OFF0005
502,54,OFF0005
502,144,OFF0005
502,233,OFF0005
502,183,OFF0005
502,227,OFF0005
502,203,OFF0005
502,89,OFF0005
1062,103,OFF0022
1062,49,OFF0022
1062,97,OFF0022
1230,229,OFF0025
1230,54,OFF0027
1230,56,OFF0027
1230,209,OFF0027
1230,194,OFF0027
1230,234,OFF0027
1230,95,OFF0027
1230,54,OFF0008
1230,93,OFF0008
1230,203,OFF0008
1230,89,OFF0008
1230,60,OFF0008
1230,233,OFF0008
1230,202,OFF0008
1230,233,OFF0007
1230,213,OFF0007
1230,56,OFF0007
1230,63,OFF0007
1230,203,OFF0007
1230,216,OFF0007
1230,108,OFF0007
1230,54,OFF0007
1230,49,OFF0022
1230,97,OFF0022
1230,103,OFF0022
1230,97,OFF0025
348,95,OFF0027
348,233,OFF0007
348,213,OFF0007
348,56,OFF0007
348,63,OFF0007
348,203,OFF0007
348,216,OFF0007
348,108,OFF0007
348,54,OFF0007
348,54,OFF0027
348,56,OFF0027
348,209,OFF0027
348,194,OFF0027
348,234,OFF0027
188,54,OFF0007
188,233,OFF0007
188,213,OFF0007
188,56,OFF0007
188,63,OFF0007
188,203,OFF0007
188,216,OFF0007
188,108,OFF0007
1387,144,OFF0015
1387,233,OFF0015
1387,220,OFF0015
1387,180,OFF0015
1387,15,OFF0015
1387,13,OFF0015
1387,165,OFF0015
1387,14,OFF0015
415,43,OFF0037
415,93,OFF0037
415,238,OFF0037
415,39,OFF0037
415,94,OFF0037
415,92,OFF0037
415,217,OFF0037
415,199,OFF0037
415,43,OFF0034
415,93,OFF0034
415,238,OFF0034
415,211,OFF0034
415,168,OFF0034
415,126,OFF0034
415,81,OFF0034
415,80,OFF0034
415,37,OFF0034
415,222,OFF0034
415,223,OFF0034
415,217,OFF0034
415,70,OFF0034
1184,233,OFF0020
1184,144,OFF0020
1184,132,OFF0020
1184,106,OFF0020
1184,136,OFF0020
1430,87,OFF0016
1430,43,OFF0016
1430,233,OFF0016
1430,12,OFF0016
1430,11,OFF0016
1430,9,OFF0016
1430,10,OFF0016
1430,19,OFF0016
1430,249,OFF0016
1430,41,OFF0016
945,55,OFF0021
945,54,OFF0008
945,93,OFF0008
945,203,OFF0008
945,89,OFF0008
945,60,OFF0008
945,233,OFF0008
945,202,OFF0008
945,104,OFF0021
945,50,OFF0021
1308,103,OFF0022
1308,49,OFF0022
1308,97,OFF0022
1484,233,OFF0007
1484,213,OFF0007
1484,56,OFF0007
1484,63,OFF0007
1484,203,OFF0007
1484,216,OFF0007
1484,108,OFF0007
1484,54,OFF0007
1337,103,OFF0023
1337,47,OFF0005
1337,54,OFF0005
1337,144,OFF0005
1337,233,OFF0005
1337,183,OFF0005
1337,227,OFF0005
1337,203,OFF0005
1337,89,OFF0005
1337,134,OFF0005
1337,49,OFF0022
1337,97,OFF0022
1337,103,OFF0022
1337,49,OFF0023
1337,235,OFF0023
1337,135,OFF0023
1426,233,OFF0020
1426,144,OFF0020
1426,132,OFF0020
1426,106,OFF0020
1426,136,OFF0020
370,95,OFF0027
370,54,OFF0027
370,56,OFF0027
370,209,OFF0027
370,194,OFF0027
370,234,OFF0027
452,148,OFF0031
452,145,OFF0031
452,61,OFF0031
452,29,OFF0031
452,28,OFF0031
452,230,OFF0031
452,82,OFF0031
452,244,OFF0031
452,118,OFF0031
452,175,OFF0031
452,173,OFF0031
882,95,OFF0027
882,104,OFF0021
882,50,OFF0021
882,55,OFF0021
882,47,OFF0005
882,54,OFF0005
882,144,OFF0005
882,233,OFF0005
882,183,OFF0005
882,227,OFF0005
882,203,OFF0005
882,89,OFF0005
882,134,OFF0005
882,117,OFF0010
882,200,OFF0010
882,54,OFF0010
882,233,OFF0010
882,55,OFF0010
882,124,OFF0010
882,44,OFF0010
882,166,OFF0010
882,27,OFF0010
882,62,OFF0010
882,42,OFF0010
882,238,OFF0010
882,233,OFF0007
882,213,OFF0007
882,56,OFF0007
882,63,OFF0007
882,203,OFF0007
882,216,OFF0007
882,108,OFF0007
882,54,OFF0007
882,54,OFF0027
882,56,OFF0027
882,209,OFF0027
882,194,OFF0027
882,234,OFF0027
1410,43,OFF0016
1410,233,OFF0016
1410,12,OFF0016
1410,11,OFF0016
1410,9,OFF0016
1410,10,OFF0016
1410,19,OFF0016
1410,249,OFF0016
1410,41,OFF0016
1410,87,OFF0016
1410,117,OFF0010
1410,200,OFF0010
1410,54,OFF0010
1410,233,OFF0010
1410,55,OFF0010
1410,124,OFF0010
1410,44,OFF0010
1410,166,OFF0010
1410,27,OFF0010
1410,62,OFF0010
1410,42,OFF0010
1410,238,OFF0010
331,49,OFF0022
331,97,OFF0022
331,103,OFF0022
142,103,OFF0023
142,49,OFF0023
142,235,OFF0023
142,135,OFF0023
692,103,OFF0023
692,49,OFF0023
692,235,OFF0023
692,135,OFF0023
145,103,OFF0023
145,49,OFF0023
145,235,OFF0023
145,135,OFF0023
731,43,OFF0011
731,131,OFF0011
731,101,OFF0011
731,84,OFF0011
731,45,OFF0011
731,219,OFF0011
731,144,OFF0011
731,40,OFF0011
1463,54,OFF0027
1463,56,OFF0027
1463,209,OFF0027
1463,194,OFF0027
1463,234,OFF0027
1463,95,OFF0027
1463,131,OFF0011
1463,101,OFF0011
1463,84,OFF0011
1463,45,OFF0011
1463,219,OFF0011
1463,144,OFF0011
1463,40,OFF0011
1463,43,OFF0011
1463,167,OFF0002
1463,141,OFF0002
1463,205,OFF0002
1463,54,OFF0002
1463,90,OFF0002
217,233,OFF0020
217,144,OFF0020
217,132,OFF0020
217,106,OFF0020
217,136,OFF0020
1213,54,OFF0007
1213,233,OFF0007
1213,213,OFF0007
1213,56,OFF0007
1213,63,OFF0007
1213,203,OFF0007
1213,216,OFF0007
1213,108,OFF0007
788,233,OFF0007
788,213,OFF0007
788,56,OFF0007
788,63,OFF0007
788,203,OFF0007
788,216,OFF0007
788,108,OFF0007
788,54,OFF0007
878,144,OFF0020
878,132,OFF0020
878,106,OFF0020
878,136,OFF0020
878,233,OFF0020
1354,60,OFF0004
1354,203,OFF0004
1354,233,OFF0004
1354,182,OFF0004
1354,243,OFF0004
1354,137,OFF0004
1354,238,OFF0004
1354,117,OFF0004
1354,200,OFF0004
1354,47,OFF0004
1354,144,OFF0004
1354,133,OFF0004
1354,164,OFF0004
1354,54,OFF0004
1354,89,OFF0004
1354,43,OFF0004
1354,54,OFF0008
1354,93,OFF0008
1354,203,OFF0008
1354,89,OFF0008
1354,60,OFF0008
1354,233,OFF0008
1354,202,OFF0008
1354,117,OFF0010
1354,200,OFF0010
1354,54,OFF0010
1354,233,OFF0010
1354,55,OFF0010
1354,124,OFF0010
1354,44,OFF0010
1354,166,OFF0010
1354,27,OFF0010
1354,62,OFF0010
1354,42,OFF0010
1354,238,OFF0010
1197,54,OFF0007
1197,233,OFF0007
1197,213,OFF0007
1197,56,OFF0007
1197,63,OFF0007
1197,203,OFF0007
1197,216,OFF0007
1197,108,OFF0007
1069,134,OFF0005
1069,47,OFF0005
1069,54,OFF0005
1069,144,OFF0005
1069,233,OFF0005
1069,183,OFF0005
1069,227,OFF0005
1069,203,OFF0005
1069,89,OFF0005
909,43,OFF0042
909,204,OFF0043
909,74,OFF0043
909,212,OFF0043
909,237,OFF0043
909,89,OFF0043
909,203,OFF0043
909,201,OFF0043
909,151,OFF0044
909,208,OFF0044
909,75,OFF0044
909,67,OFF0044
909,38,OFF0044
909,86,OFF0044
909,246,OFF0044
909,122,OFF0044
909,224,OFF0044
909,89,OFF0044
909,203,OFF0044
909,43,OFF0044
909,238,OFF0041
909,250,OFF0041
909,88,OFF0041
909,241,OFF0041
909,231,OFF0041
909,218,OFF0041
909,32,OFF0041
909,1,OFF0041
909,89,OFF0041
909,121,OFF0042
909,240,OFF0042
909,232,OFF0042
909,152,OFF0042
909,111,OFF0042
909,248,OFF0042
909,178,OFF0042
909,150,OFF0042
909,31,OFF0042
909,89,OFF0042
909,203,OFF0042
1456,103,OFF0023
1456,49,OFF0023
1456,235,OFF0023
1456,135,OFF0023
700,202,OFF0008
700,47,OFF0005
700,54,OFF0005
700,144,OFF0005
700,233,OFF0005
700,183,OFF0005
700,227,OFF0005
700,203,OFF0005
700,89,OFF0005
700,134,OFF0005
700,117,OFF0010
700,200,OFF0010
700,54,OFF0010
700,233,OFF0010
700,55,OFF0010
700,124,OFF0010
700,44,OFF0010
700,166,OFF0010
700,27,OFF0010
700,62,OFF0010
700,42,OFF0010
700,238,OFF0010
700,54,OFF0008
700,93,OFF0008
700,203,OFF0008
700,89,OFF0008
700,60,OFF0008
700,233,OFF0008
1139,43,OFF0011
1139,131,OFF0011
1139,101,OFF0011
1139,84,OFF0011
1139,45,OFF0011
1139,219,OFF0011
1139,144,OFF0011
1139,40,OFF0011
1441,49,OFF0024
1441,97,OFF0024
1441,135,OFF0024
1441,103,OFF0024
527,50,OFF0045
527,221,OFF0045
527,93,OFF0045
527,184,OFF0045
527,43,OFF0045
527,91,OFF0045
527,100,OFF0045
527,55,OFF0045
527,57,OFF0045
527,76,OFF0045
527,107,OFF0045
527,89,OFF0045
527,203,OFF0045
1471,148,OFF0031
1471,54,OFF0008
1471,93,OFF0008
1471,203,OFF0008
1471,89,OFF0008
1471,60,OFF0008
1471,233,OFF0008
1471,202,OFF0008
1471,145,OFF0031
1471,61,OFF0031
1471,29,OFF0031
1471,28,OFF0031
1471,230,OFF0031
1471,82,OFF0031
1471,244,OFF0031
1471,118,OFF0031
1471,175,OFF0031
1471,173,OFF0031
498,238,OFF0041
498,250,OFF0041
498,88,OFF0041
498,241,OFF0041
498,231,OFF0041
498,218,OFF0041
498,32,OFF0041
498,1,OFF0041
498,89,OFF0041
720,144,OFF0020
720,132,OFF0020
720,106,OFF0020
720,136,OFF0020
720,233,OFF0020
337,103,OFF0023
337,49,OFF0023
337,235,OFF0023
337,135,OFF0023
998,238,OFF0010
998,117,OFF0010
998,200,OFF0010
998,54,OFF0010
998,233,OFF0010
998,55,OFF0010
998,124,OFF0010
998,44,OFF0010
998,166,OFF0010
998,27,OFF0010
998,62,OFF0010
998,42,OFF0010
1170,87,OFF0019
1170,43,OFF0019
1170,233,OFF0019
1170,8,OFF0019
1170,78,OFF0019
1170,5,OFF0019
1170,7,OFF0019
1170,6,OFF0019
1321,54,OFF0027
1321,56,OFF0027
1321,209,OFF0027
1321,194,OFF0027
1321,234,OFF0027
1321,95,OFF0027
551,229,OFF0025
551,49,OFF0023
551,235,OFF0023
551,135,OFF0023
551,103,OFF0023
551,97,OFF0025
625,43,OFF0011
625,131,OFF0011
625,101,OFF0011
625,84,OFF0011
625,45,OFF0011
625,219,OFF0011
625,144,OFF0011
625,40,OFF0011
330,134,OFF0005
330,47,OFF0005
330,54,OFF0005
330,144,OFF0005
330,233,OFF0005
330,183,OFF0005
330,227,OFF0005
330,203,OFF0005
330,89,OFF0005
181,95,OFF0027
181,54,OFF0027
181,56,OFF0027
181,209,OFF0027
181,194,OFF0027
181,234,OFF0027
453,202,OFF0008
453,54,OFF0008
453,93,OFF0008
453,203,OFF0008
453,89,OFF0008
453,60,OFF0008
453,233,OFF0008
365,134,OFF0005
365,47,OFF0005
365,54,OFF0005
365,144,OFF0005
365,233,OFF0005
365,183,OFF0005
